Flight_ID,Booking_ID,Passenger_ID,Leg_ID,FlightType,Price,FP_FirstName,FP_LastName,FP_PassportNumber,FP_Email,LegNumber,DepartureAirport,DepartureDateTime,DepartureSeat,ArrivalAirport,ArrivalDateTime,ArrivalSeat,FlightPrice,User_ID,U_FirstName,U_LastName,U_Email,U_Password,U_Address,U_Phone,Review_ID,ReviewRating,ReviewComment,Hotel_ID,HotelName,HotelLocation,HotelStar,Chain_ID,ChainName,HC_ContactPerson,HC_ContactEmail,HC_ContactPhone,Amentity_ID,FitnessCenter,FreeParking,AirportShuttle,Laundry,PetFriendly,Pool,Bar,BookingDate,Status,Payment_ID,PaymentMethod,BookingDateTime,Room_ID,Guest_ID,RoomType,RoomArea,RoomCapacity,R_PricePerNight,PricePerNight,CheckInDateTime,CheckOutDateTime,CityView,NonSmoking,NumberOfGuest,HaveChildren,RentalCompany_ID,CRC_Name,CRC_FirstName,CRC_LastName,CRC_Phone,CRC_Email,Driver_ID,DriverAge,DriverLiscense,D_FirstName,D_LastName,Rental_ID,CarModel,NumberOfSeats,PickUpLocation,ReturnLocation,PickUpDateTime,ReturnDateTime,CR_PricePerDay
47503,62399,84698,45151,GO_FIRST,5954,Linda,Martinez,7011215,linda.martinez@icloud.com,4,YPK,2024-03-11 00:17:25.693616,21E,DOJ,2024-03-12 06:17:25.693616,3F,270,10862,Alejandro,Thompson,alejandro.thompson@icloud.com,365001,"Elm Road, Sunnyvale, TX, 45678",798-132-6271,268803,2,Bad,6,Conrad,Boston,5,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,006,True,False,True,True,False,False,True,2023-12-15 00:17:25.693616,confirmed,62980,Bank Transfer,2023-12-15 00:17:25.693616,377,8772770,Double,388.31,4.0,,392.45,2024-03-12 10:17:25.693616,2024-03-18 10:17:25.693616,False,False,3,True,683297,Thrifty,Robert,Thomas,930-592-2834,robert.thomas@outlook.com,983820,71,4052784,Nancy,Müller,576999,Compact,4,Others,Hotel,2024-03-16 06:17:25.693616,2024-03-18 06:17:25.693616,1206
40571,71598,59076,63006,GO_FIRST,5954,Alejandro,Li,3013229,alejandro.li@outlook.com,3,RMB,2024-07-31 00:17:25.693618,47C,ZSC,2024-08-01 06:17:25.693618,26A,9079,19197,Linda,Hernandez,linda.hernandez@gmail.com,925585,"Pine Lane, Springfield, CA, 12345",159-110-5172,343371,5,Fair,1,Marriot,Chicago,4,1,Marriot,David,david@gmail.com,222-222-2222,001,True,True,True,True,True,True,True,2024-05-05 00:17:25.693618,confirmed,68561,Bank Transfer,2024-05-05 00:17:25.693618,1161,7096165,Double,366.74,4.0,,641.97,2024-08-01 07:17:25.693618,2024-08-11 07:17:25.693618,False,False,1,True,354318,National Car Rental,Margaret,Johnson,257-799-8747,margaret.johnson@icloud.com,331237,39,7925908,John,Jones,696037,MiniVan,6,Hotel,Hotel,2024-08-05 06:17:25.693618,2024-08-07 06:17:25.693618,1228
32803,10855,48679,51349,GO_FIRST,5954,Chi,Schneider,7222473,chi.schneider@gmail.com,2,SKT,2023-12-16 00:17:25.693620,45D,EAL,2023-12-17 06:17:25.693620,39C,8617,53728,Susan,Miller,susan.miller@gmail.com,326098,"Maple Street, Sunnyvale, TX, 56789",989-151-3834,960785,1,Fair,2,Edition,Manhattan,5,1,Marriot,David,david@gmail.com,222-222-2222,002,True,True,True,True,True,True,True,2023-09-20 00:17:25.693620,confirmed,51251,Third Party,2023-09-20 00:17:25.693620,871,5448855,King,412.59,2.0,,372.15,2023-12-17 09:17:25.693620,2023-12-21 09:17:25.693620,True,True,1,False,275064,Eurocar,Michael,Johnson,359-148-7366,michael.johnson@icloud.com,620392,40,9060640,Alejandro,Moore,918968,Compact,4,Hotel,Hotel,2023-12-21 06:17:25.693620,2023-12-23 06:17:25.693620,525
57671,28806,99232,78109,GO_FIRST,5954,Christopher,Miller,4927824,christopher.miller@icloud.com,5,DOJ,2024-08-23 00:17:25.693621,24A,JKD,2024-08-24 06:17:25.693621,22C,6607,39500,Charles,Williams,charles.williams@icloud.com,468208,"Elm Road, Hillcrest, CA, 56789",516-512-8654,991491,1,Good,2,Edition,Manhattan,5,1,Marriot,David,david@gmail.com,222-222-2222,002,True,True,True,True,True,True,True,2024-05-28 00:17:25.693621,pending,11017,Credit Card,2024-05-28 00:17:25.693621,872,4343126,Double,356.17,4.0,,255.81,2024-08-24 16:17:25.693621,2024-09-01 16:17:25.693621,True,False,2,True,107205,Avis Car Rental,Robert,Smith,670-603-9812,robert.smith@gmail.com,339662,67,3515512,David,White,537161,SUV,5,Others,Airport,2024-08-28 06:17:25.693621,2024-08-30 06:17:25.693621,143
33739,37411,69704,34112,GO_FIRST,5954,Ivan,Schneider,2953670,ivan.schneider@gmail.com,2,ZSC,2024-05-15 00:17:25.693623,24A,WIY,2024-05-16 06:17:25.693623,37A,9067,88623,Elizabeth,Rossi,elizabeth.rossi@gmail.com,568867,"Oak Avenue, Sunnyvale, FL, 56789",617-697-1015,405511,5,Fair,6,Conrad,Boston,5,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,006,True,False,True,True,False,False,True,2024-02-18 00:17:25.693623,confirmed,40056,Credit Card,2024-02-18 00:17:25.693623,1007,4523816,Suite,666.62,6.0,,1160.82,2024-05-16 16:17:25.693623,2024-05-25 16:17:25.693623,True,False,6,False,483924,Hertz,Thomas,Kumar,984-756-5719,thomas.kumar@outlook.com,352222,18,5631311,John,Kim,246442,SUV,5,Hotel,Hotel,2024-05-20 06:17:25.693623,2024-05-22 06:17:25.693623,74
64836,39987,41005,92394,Air_India,5955,Jennifer,Moore,5024794,jennifer.moore@outlook.com,1,ZOZ,2024-07-11 00:17:25.693625,1A,HAZ,2024-07-12 06:17:25.693625,33E,5821,81291,Christopher,Thomas,christopher.thomas@icloud.com,480920,"Cedar Blvd, Sunnyvale, WA, 34567",994-602-9081,287126,3,Fair,5,Hampton,Lansing,3,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,005,True,False,True,True,False,False,True,2024-04-15 00:17:25.693625,confirmed,17429,PayPal,2024-04-15 00:17:25.693625,630,1980843,Suite,838.7,6.0,,739.8,2024-07-12 07:17:25.693625,2024-07-15 07:17:25.693625,False,False,5,False,860613,Enterprise Rent-A-Car,Anthony,Thomas,990-837-4868,anthony.thomas@icloud.com,510662,61,1800825,Hana,Hernandez,106232,Compact,4,Others,Others,2024-07-16 06:17:25.693625,2024-07-18 06:17:25.693625,104
63269,43022,61077,33555,SpiceJet,5955,Christopher,Hernandez,7339928,christopher.hernandez@outlook.com,3,WIT,2024-01-07 00:17:25.693626,20C,ZSC,2024-01-08 06:17:25.693626,48A,9710,94708,Matthew,Rodriguez,matthew.rodriguez@outlook.com,535981,"Cedar Blvd, Sunnyvale, FL, 12345",922-904-4549,620644,2,Bad,6,Conrad,Boston,5,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,006,True,False,True,True,False,False,True,2023-10-12 00:17:25.693626,confirmed,91806,Third Party,2023-10-12 00:17:25.693626,670,2244010,King,438.06,2.0,,351.31,2024-01-08 12:17:25.693626,2024-01-17 12:17:25.693626,False,False,1,True,487932,Avis Car Rental,Nancy,Volkov,929-568-3053,nancy.volkov@gmail.com,180004,59,7067593,Michael,Anderson,115591,Compact,4,Others,Others,2024-01-12 06:17:25.693626,2024-01-14 06:17:25.693626,1086
53140,54592,24355,40767,SpiceJet,5955,Amit,Wilson,4963756,amit.wilson@gmail.com,3,SNR,2024-10-02 00:17:25.693628,5D,WIY,2024-10-03 06:17:25.693628,35B,9253,16934,Ivan,Kim,ivan.kim@gmail.com,839662,"Maple Street, Rivertown, TX, 12345",205-494-8185,909614,3,Bad,1,Marriot,Chicago,4,1,Marriot,David,david@gmail.com,222-222-2222,001,True,True,True,True,True,True,True,2024-07-07 00:17:25.693628,pending,73291,Third Party,2024-07-07 00:17:25.693628,884,9771227,Double,377.46,4.0,,591.13,2024-10-03 11:17:25.693628,2024-10-10 11:17:25.693628,True,False,4,True,604040,National Car Rental,Mark,White,468-392-8632,mark.white@icloud.com,542126,24,4382555,Lena,Kumar,808379,SUV,5,Airport,Others,2024-10-07 06:17:25.693628,2024-10-09 06:17:25.693628,423
37081,53108,85476,86158,SpiceJet,5955,Charles,Thomas,8709435,charles.thomas@gmail.com,3,JKD,2024-07-01 00:17:25.693630,20B,ZOZ,2024-07-02 06:17:25.693630,11B,2582,49253,Mary,Smith,mary.smith@gmail.com,349775,"Oak Avenue, Springfield, WA, 34567",965-404-5029,362449,2,Good,2,Edition,Manhattan,5,1,Marriot,David,david@gmail.com,222-222-2222,002,True,True,True,True,True,True,True,2024-04-05 00:17:25.693630,confirmed,56694,Credit Card,2024-04-05 00:17:25.693630,507,2506976,King,467.11,2.0,,361.45,2024-07-02 07:17:25.693630,2024-07-04 07:17:25.693630,True,True,1,False,177424,Alamo Rent A Car,Charles,Singh,872-588-2917,charles.singh@gmail.com,908872,24,5127283,Sarah,Moore,620350,MiniVan,6,Hotel,Hotel,2024-07-06 06:17:25.693630,2024-07-08 06:17:25.693630,1453
37188,51481,35126,92815,SpiceJet,5955,Mary,White,6068394,mary.white@icloud.com,1,HAZ,2024-09-13 00:17:25.693632,14C,ELC,2024-09-14 06:17:25.693632,4B,3924,34227,Ying,Wilson,ying.wilson@outlook.com,121608,"Cedar Blvd, Springfield, CA, 34567",336-573-1855,739642,3,Good,6,Conrad,Boston,5,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,006,True,False,True,True,False,False,True,2024-06-18 00:17:25.693632,confirmed,78347,Bank Transfer,2024-06-18 00:17:25.693632,1241,4318153,Double,388.33,4.0,,580.24,2024-09-14 11:17:25.693632,2024-09-16 11:17:25.693632,False,False,3,False,820764,National Car Rental,Karen,Jackson,597-767-8488,karen.jackson@icloud.com,546574,90,6915243,Andrei,Taylor,417415,MiniVan,6,Airport,Airport,2024-09-18 06:17:25.693632,2024-09-20 06:17:25.693632,903
47203,92536,71257,83183,AirAsia,6139,Patricia,Volkov,6913224,patricia.volkov@outlook.com,1,WIY,2024-02-28 00:17:25.693633,26B,YPK,2024-02-29 06:17:25.693633,42A,1894,28440,Christopher,Jones,christopher.jones@icloud.com,319458,"Elm Road, Rivertown, CA, 23456",672-674-2727,871122,3,Good,3,Westin,Detroit,4,1,Marriot,David,david@gmail.com,222-222-2222,003,True,True,True,True,True,True,True,2023-12-03 00:17:25.693633,pending,83883,Debit Card,2023-12-03 00:17:25.693633,554,6229479,Suite,593.83,6.0,,1091.6,2024-02-29 16:17:25.693633,2024-03-04 16:17:25.693633,True,False,2,True,454370,Alamo Rent A Car,Betty,Khan,601-976-5611,betty.khan@icloud.com,473617,77,2875069,Jennifer,Thompson,997087,Compact,4,Airport,Hotel,2024-03-04 06:17:25.693633,2024-03-06 06:17:25.693633,938
69171,87025,72870,11827,SpiceJet,6270,William,Miller,2803174,william.miller@gmail.com,1,HAZ,2024-07-19 00:17:25.693635,4F,GFU,2024-07-20 06:17:25.693635,39E,5356,66610,Margaret,White,margaret.white@outlook.com,679492,"Oak Avenue, Hillcrest, FL, 45678",904-826-4904,818171,4,Fair,3,Westin,Detroit,4,1,Marriot,David,david@gmail.com,222-222-2222,003,True,True,True,True,True,True,True,2024-04-23 00:17:25.693635,confirmed,47754,Debit Card,2024-04-23 00:17:25.693635,702,2801302,Suite,851.56,6.0,,1025.43,2024-07-20 07:17:25.693635,2024-07-30 07:17:25.693635,False,True,3,True,486848,National Car Rental,Elizabeth,Kumar,812-698-2202,elizabeth.kumar@icloud.com,106029,50,9470079,Charles,Schneider,312055,EV,4,Airport,Airport,2024-07-24 06:17:25.693635,2024-07-26 06:17:25.693635,513
39966,24260,98890,24900,Indigo,6443,Thomas,Anderson,8579046,thomas.anderson@icloud.com,1,ELC,2024-01-26 00:17:25.693637,36D,HAZ,2024-01-27 06:17:25.693637,18B,7990,77200,Susan,Hernandez,susan.hernandez@icloud.com,712560,"Pine Lane, Hillcrest, WA, 56789",461-308-1117,421136,2,Bad,3,Westin,Detroit,4,1,Marriot,David,david@gmail.com,222-222-2222,003,True,True,True,True,True,True,True,2023-10-31 00:17:25.693637,confirmed,63266,Third Party,2023-10-31 00:17:25.693637,669,5914720,Double,389.06,4.0,,299.58,2024-01-27 10:17:25.693637,2024-02-04 10:17:25.693637,False,False,2,False,242410,Enterprise Rent-A-Car,David,Johnson,311-702-4252,david.johnson@icloud.com,460363,79,3427184,Anthony,Moore,972831,SUV,5,Others,Hotel,2024-01-31 06:17:25.693637,2024-02-02 06:17:25.693637,397
36475,95519,80644,57467,Indigo,6443,Alejandro,Williams,1099797,alejandro.williams@icloud.com,3,HAZ,2024-01-11 00:17:25.693639,20E,SKT,2024-01-12 06:17:25.693639,24E,7790,61503,Hana,Rossi,hana.rossi@icloud.com,586652,"Pine Lane, Rivertown, WA, 23456",675-382-8596,122867,2,Good,6,Conrad,Boston,5,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,006,True,False,True,True,False,False,True,2023-10-16 00:17:25.693639,confirmed,18370,Credit Card,2023-10-16 00:17:25.693639,550,8457526,Suite,599.97,6.0,,629.0,2024-01-12 15:17:25.693639,2024-01-19 15:17:25.693639,True,True,3,False,527042,Thrifty,Nancy,White,657-661-7270,nancy.white@gmail.com,660358,36,4311966,Daniel,Thompson,919878,SUV,5,Airport,Hotel,2024-01-16 06:17:25.693639,2024-01-18 06:17:25.693639,1120
45785,15428,79101,13039,GO_FIRST,6532,Amit,Jackson,1674603,amit.jackson@gmail.com,4,GFU,2024-07-10 00:17:25.693640,46E,ZSC,2024-07-11 06:17:25.693640,17C,2553,62722,Amit,Miller,amit.miller@outlook.com,383109,"Cedar Blvd, Sunnyvale, TX, 12345",536-450-4527,161201,3,Bad,5,Hampton,Lansing,3,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,005,True,False,True,True,False,False,True,2024-04-14 00:17:25.693640,confirmed,19526,Bank Transfer,2024-04-14 00:17:25.693640,801,7924014,Double,390.21,4.0,,301.21,2024-07-11 11:17:25.693640,2024-07-14 11:17:25.693640,False,False,4,False,914358,Hertz,Mark,Anderson,783-403-4366,mark.anderson@outlook.com,921806,40,5180173,Nancy,Kumar,931732,EV,4,Others,Others,2024-07-15 06:17:25.693640,2024-07-17 06:17:25.693640,682
75501,26041,44108,18127,Indigo,6953,Anthony,Smith,8234924,anthony.smith@gmail.com,3,ZSC,2023-12-17 00:17:25.693642,23C,ZOZ,2023-12-18 06:17:25.693642,41D,443,99611,Charles,Anderson,charles.anderson@icloud.com,611580,"Pine Lane, Lakewood, TX, 56789",600-851-9801,286131,4,Fair,4,Courtyard,Stanford,3,1,Marriot,David,david@gmail.com,222-222-2222,004,True,True,True,True,True,True,True,2023-09-21 00:17:25.693642,confirmed,12779,Credit Card,2023-09-21 00:17:25.693642,1216,3648031,Suite,814.99,6.0,,1007.23,2023-12-18 09:17:25.693642,2023-12-19 09:17:25.693642,True,False,6,False,355225,Eurocar,Sarah,Li,144-529-4673,sarah.li@outlook.com,583974,90,9131139,Chi,Taylor,417510,SUV,5,Hotel,Others,2023-12-22 06:17:25.693642,2023-12-24 06:17:25.693642,446
28178,96857,16262,37881,Indigo,7163,Sandra,Brown,8861784,sandra.brown@gmail.com,1,RMB,2024-03-31 00:17:25.693644,5D,DOJ,2024-04-01 06:17:25.693644,43C,1035,92153,William,Volkov,william.volkov@outlook.com,547670,"Elm Road, Sunnyvale, FL, 12345",556-916-1954,117755,1,Good,1,Marriot,Chicago,4,1,Marriot,David,david@gmail.com,222-222-2222,001,True,True,True,True,True,True,True,2024-01-04 00:17:25.693644,confirmed,89025,PayPal,2024-01-04 00:17:25.693644,432,5303345,Suite,894.64,6.0,,766.96,2024-04-01 12:17:25.693644,2024-04-02 12:17:25.693644,True,True,6,False,769029,Thrifty,Chi,Li,432-330-5142,chi.li@outlook.com,792053,54,1679361,Patricia,Hernandez,789900,MiniVan,6,Hotel,Airport,2024-04-05 06:17:25.693644,2024-04-07 06:17:25.693644,1167
24101,83243,74772,60089,Indigo,7420,Matthew,Taylor,3526216,matthew.taylor@outlook.com,3,ZOZ,2024-02-14 00:17:25.693646,38C,HAZ,2024-02-15 06:17:25.693646,43E,5197,39076,William,Thompson,william.thompson@icloud.com,421820,"Cedar Blvd, Springfield, WA, 34567",926-766-1008,600268,2,Fair,4,Courtyard,Stanford,3,1,Marriot,David,david@gmail.com,222-222-2222,004,True,True,True,True,True,True,True,2023-11-19 00:17:25.693646,confirmed,31281,PayPal,2023-11-19 00:17:25.693646,954,8256075,King,418.88,2.0,,657.89,2024-02-15 16:17:25.693646,2024-02-22 16:17:25.693646,False,False,1,True,618626,Fox Rent A Car,Anthony,Khan,772-310-9717,anthony.khan@outlook.com,901815,69,3282451,Anthony,Müller,167193,Sedan,4,Airport,Airport,2024-02-19 06:17:25.693646,2024-02-21 06:17:25.693646,1207
39355,21602,54977,79414,Indigo,7420,Alejandro,Martin,5492749,alejandro.martin@outlook.com,5,LBV,2024-01-20 00:17:25.693647,15B,EGA,2024-01-21 06:17:25.693647,47C,71,56426,Anthony,Davis,anthony.davis@icloud.com,717569,"Pine Lane, Sunnyvale, WA, 23456",700-688-1921,619332,2,Bad,3,Westin,Detroit,4,1,Marriot,David,david@gmail.com,222-222-2222,003,True,True,True,True,True,True,True,2023-10-25 00:17:25.693647,confirmed,26038,Debit Card,2023-10-25 00:17:25.693647,875,4171301,Double,392.4,4.0,,210.82,2024-01-21 15:17:25.693647,2024-01-25 15:17:25.693647,True,False,1,True,179263,Avis Car Rental,Mark,Davis,113-535-7803,mark.davis@outlook.com,747232,49,1546614,William,Martinez,866083,EV,4,Hotel,Others,2024-01-25 06:17:25.693647,2024-01-27 06:17:25.693647,883
39203,28150,81197,48042,Air_India,7468,Ying,Singh,6189871,ying.singh@icloud.com,2,SKT,2024-09-06 00:17:25.693649,42A,WIT,2024-09-07 06:17:25.693649,28E,4948,69654,David,Rodriguez,david.rodriguez@icloud.com,717435,"Oak Avenue, Rivertown, CA, 12345",296-126-9420,411324,5,Fair,5,Hampton,Lansing,3,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,005,True,False,True,True,False,False,True,2024-06-11 00:17:25.693649,confirmed,81407,Bank Transfer,2024-06-11 00:17:25.693649,1013,8590318,King,492.45,2.0,,394.37,2024-09-07 07:17:25.693649,2024-09-11 07:17:25.693649,True,False,1,False,923817,Eurocar,Elizabeth,Brown,979-286-8262,elizabeth.brown@outlook.com,483148,82,7962777,Anthony,Martinez,215477,SUV,5,Hotel,Others,2024-09-11 06:17:25.693649,2024-09-13 06:17:25.693649,222
13153,44316,88579,43055,Air_India,7468,Chi,Davis,6980281,chi.davis@outlook.com,1,GFU,2024-01-04 00:17:25.693651,5D,PMO,2024-01-05 06:17:25.693651,34E,9383,67420,Thomas,Davis,thomas.davis@gmail.com,315990,"Cedar Blvd, Rivertown, TX, 56789",489-312-3120,326305,3,Bad,5,Hampton,Lansing,3,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,005,True,False,True,True,False,False,True,2023-10-09 00:17:25.693651,confirmed,89419,Bank Transfer,2023-10-09 00:17:25.693651,1117,7031820,Double,396.02,4.0,,397.74,2024-01-05 12:17:25.693651,2024-01-08 12:17:25.693651,False,True,4,False,164331,Thrifty,Fatima,Hernandez,551-676-3113,fatima.hernandez@gmail.com,660758,22,9140423,Matthew,Gupta,164441,EV,4,Hotel,Others,2024-01-09 06:17:25.693651,2024-01-11 06:17:25.693651,1241
23044,73870,13180,43253,Indigo,8396,Susan,Thompson,1060209,susan.thompson@gmail.com,2,YPK,2024-01-17 00:17:25.693653,12C,LBV,2024-01-18 06:17:25.693653,31F,4630,85215,Margaret,Volkov,margaret.volkov@icloud.com,634062,"Maple Street, Lakewood, TX, 23456",691-363-3473,297605,2,Fair,3,Westin,Detroit,4,1,Marriot,David,david@gmail.com,222-222-2222,003,True,True,True,True,True,True,True,2023-10-22 00:17:25.693653,confirmed,86045,Debit Card,2023-10-22 00:17:25.693653,1158,8692183,King,433.9,2.0,,732.4,2024-01-18 11:17:25.693653,2024-01-28 11:17:25.693653,False,False,1,True,102549,Alamo Rent A Car,Kumar,Hernandez,476-458-5208,kumar.hernandez@outlook.com,607948,49,2322229,Michael,Thompson,827291,MiniVan,6,Others,Airport,2024-01-22 06:17:25.693653,2024-01-24 06:17:25.693653,1389
95969,52409,40324,15860,Indigo,8396,Christopher,Anderson,8552690,christopher.anderson@outlook.com,4,EGA,2024-06-20 00:17:25.693654,44B,ZWB,2024-06-21 06:17:25.693654,10A,5334,88195,Mark,Gupta,mark.gupta@outlook.com,689333,"Oak Avenue, Lakewood, CA, 56789",822-219-6888,269688,4,Fair,1,Marriot,Chicago,4,1,Marriot,David,david@gmail.com,222-222-2222,001,True,True,True,True,True,True,True,2024-03-25 00:17:25.693654,confirmed,42269,Third Party,2024-03-25 00:17:25.693654,1049,2745059,Double,353.05,4.0,,617.3,2024-06-21 07:17:25.693654,2024-06-30 07:17:25.693654,False,True,3,False,438631,Thrifty,Mary,Smith,234-220-4144,mary.smith@gmail.com,415268,54,3762086,Karen,Johnson,412960,SUV,5,Hotel,Others,2024-06-25 06:17:25.693654,2024-06-27 06:17:25.693654,660
88894,61046,30331,42348,Vistara,9000,Elizabeth,Taylor,2109155,elizabeth.taylor@outlook.com,5,ZSC,2024-04-10 00:17:25.693656,35D,RMB,2024-04-11 06:17:25.693656,16E,6946,56048,Betty,Moore,betty.moore@gmail.com,373831,"Elm Road, Lakewood, WA, 56789",247-514-8155,406042,1,Fair,2,Edition,Manhattan,5,1,Marriot,David,david@gmail.com,222-222-2222,002,True,True,True,True,True,True,True,2024-01-14 00:17:25.693656,confirmed,26337,Third Party,2024-01-14 00:17:25.693656,861,1862999,King,452.5,2.0,,545.44,2024-04-11 10:17:25.693656,2024-04-12 10:17:25.693656,True,True,2,False,924225,Alamo Rent A Car,Jennifer,Davis,817-182-4843,jennifer.davis@gmail.com,185157,42,1671762,Patricia,Anderson,319261,SUV,5,Hotel,Others,2024-04-15 06:17:25.693656,2024-04-17 06:17:25.693656,113
94897,74329,38285,13905,Vistara,9000,James,Rossi,9509751,james.rossi@gmail.com,1,RMB,2024-09-08 00:17:25.693658,43F,JKD,2024-09-09 06:17:25.693658,5F,3991,85544,Anthony,Schneider,anthony.schneider@icloud.com,848047,"Pine Lane, Rivertown, TX, 23456",162-543-5603,509728,3,Good,3,Westin,Detroit,4,1,Marriot,David,david@gmail.com,222-222-2222,003,True,True,True,True,True,True,True,2024-06-13 00:17:25.693658,pending,23775,Credit Card,2024-06-13 00:17:25.693658,839,5852602,King,423.6,2.0,,755.59,2024-09-09 08:17:25.693658,2024-09-12 08:17:25.693658,False,True,1,False,275824,Alamo Rent A Car,John,Khan,753-315-2027,john.khan@gmail.com,239622,84,5022697,Daniel,Moore,241637,SUV,5,Hotel,Airport,2024-09-13 06:17:25.693658,2024-09-15 06:17:25.693658,1065
72341,44429,54576,29085,Air_India,8790,William,Martin,9596553,william.martin@outlook.com,4,ELC,2024-03-11 00:17:25.693660,11B,WIY,2024-03-12 06:17:25.693660,49C,7154,42913,Barbara,Kumar,barbara.kumar@gmail.com,919559,"Elm Road, Rivertown, WA, 23456",377-276-5235,632464,5,Bad,5,Hampton,Lansing,3,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,005,True,False,True,True,False,False,True,2023-12-15 00:17:25.693660,pending,16308,Credit Card,2023-12-15 00:17:25.693660,723,6705267,Suite,728.9,6.0,,1076.26,2024-03-12 12:17:25.693660,2024-03-19 12:17:25.693660,False,True,5,False,726898,Alamo Rent A Car,Barbara,Martinez,518-853-2265,barbara.martinez@outlook.com,740268,66,6898991,Ying,Schneider,644645,Compact,4,Hotel,Airport,2024-03-16 06:17:25.693660,2024-03-18 06:17:25.693660,89
76821,38293,77178,37589,GO_FIRST,8869,Patricia,Moore,2378156,patricia.moore@outlook.com,3,HAZ,2024-07-21 00:17:25.693662,26F,ZOZ,2024-07-22 06:17:25.693662,20C,2433,30010,Daniel,Johnson,daniel.johnson@outlook.com,460896,"Cedar Blvd, Hillcrest, NY, 34567",133-157-9780,130023,4,Good,6,Conrad,Boston,5,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,006,True,False,True,True,False,False,True,2024-04-25 00:17:25.693662,confirmed,96782,PayPal,2024-04-25 00:17:25.693662,682,5791315,Double,367.93,4.0,,531.97,2024-07-22 12:17:25.693662,2024-07-25 12:17:25.693662,True,True,3,False,980875,Avis Car Rental,Patricia,Wilson,654-539-7998,patricia.wilson@icloud.com,359790,86,3894919,Susan,Hernandez,590334,Sedan,4,Hotel,Hotel,2024-07-26 06:17:25.693662,2024-07-28 06:17:25.693662,1403
54968,10590,90014,63591,GO_FIRST,8892,Michael,Wilson,1997942,michael.wilson@icloud.com,3,YPK,2024-09-04 00:17:25.693664,49F,ZOZ,2024-09-05 06:17:25.693664,8A,5030,88340,David,Davis,david.davis@icloud.com,395935,"Pine Lane, Rivertown, NY, 12345",752-517-5085,228420,2,Bad,4,Courtyard,Stanford,3,1,Marriot,David,david@gmail.com,222-222-2222,004,True,True,True,True,True,True,True,2024-06-09 00:17:25.693664,confirmed,95952,Bank Transfer,2024-06-09 00:17:25.693664,1040,2583781,King,489.77,2.0,,605.69,2024-09-05 08:17:25.693664,2024-09-08 08:17:25.693664,False,False,1,False,783923,Eurocar,William,Martin,921-356-2462,william.martin@icloud.com,655940,63,8791483,Lena,Gupta,845157,EV,4,Others,Hotel,2024-09-09 06:17:25.693664,2024-09-11 06:17:25.693664,352
25989,41682,77070,47180,Air_India,9000,William,Wilson,9269260,william.wilson@icloud.com,5,ZSC,2024-07-02 00:17:25.693665,9D,DOJ,2024-07-03 06:17:25.693665,9C,1849,51192,Linda,Garcia,linda.garcia@gmail.com,594513,"Pine Lane, Springfield, FL, 23456",935-948-8169,120636,1,Fair,3,Westin,Detroit,4,1,Marriot,David,david@gmail.com,222-222-2222,003,True,True,True,True,True,True,True,2024-04-06 00:17:25.693665,confirmed,40889,Third Party,2024-04-06 00:17:25.693665,568,2679207,Double,351.44,4.0,,223.28,2024-07-03 15:17:25.693665,2024-07-10 15:17:25.693665,False,False,2,False,811527,Hertz,Matthew,Thompson,835-971-5173,matthew.thompson@icloud.com,876033,51,4940368,Michael,Müller,619843,MiniVan,6,Hotel,Others,2024-07-07 06:17:25.693665,2024-07-09 06:17:25.693665,1108
16117,91122,38362,68463,Air_India,9315,Sarah,Kim,7710039,sarah.kim@gmail.com,4,ZWB,2024-04-28 00:17:25.693667,22C,ZSC,2024-04-29 06:17:25.693667,26C,1543,88218,Robert,Miller,robert.miller@outlook.com,612464,"Maple Street, Hillcrest, TX, 23456",477-840-7415,744171,4,Bad,6,Conrad,Boston,5,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,006,True,False,True,True,False,False,True,2024-02-01 00:17:25.693667,confirmed,34745,PayPal,2024-02-01 00:17:25.693667,993,1790177,Suite,787.52,6.0,,652.37,2024-04-29 11:17:25.693667,2024-05-07 11:17:25.693667,False,True,2,True,274224,Thrifty,Jennifer,Hernandez,920-418-9173,jennifer.hernandez@gmail.com,472310,46,2767773,Joseph,Rodriguez,449629,Compact,4,Airport,Others,2024-05-03 06:17:25.693667,2024-05-05 06:17:25.693667,1284
